"LOCATION","Country","CRITERIA","Classification criteria","CUR","Measure","IND","Industry","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2018","2018","USD","US Dollar","0","Units",,,16140420,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2019","2019","USD","US Dollar","0","Units",,,26596593,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2002","2002","USD","US Dollar","0","Units",,,133375000,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2003","2003","USD","US Dollar","0","Units",,,139437500,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2004","2004","USD","US Dollar","0","Units",,,153583333,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2005","2005","USD","US Dollar","0","Units",,,220270833,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2006","2006","USD","US Dollar","0","Units",,,195000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2007","2007","USD","US Dollar","0","Units",,,204104167,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2008","2008","USD","US Dollar","0","Units",,,273000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2009","2009","USD","US Dollar","0","Units",,,512000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2010","2010","USD","US Dollar","0","Units",,,247000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2011","2011","USD","US Dollar","0","Units",,,211000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2012","2012","USD","US Dollar","0","Units",,,461000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2013","2013","USD","US Dollar","0","Units",,,220000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2014","2014","USD","US Dollar","0","Units",,,362000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2015","2015","USD","US Dollar","0","Units",,,212000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2016","2016","USD","US Dollar","0","Units",,,218000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2017","2017","USD","US Dollar","0","Units",,,184000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2018","2018","USD","US Dollar","0","Units",,,210000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2019","2019","USD","US Dollar","0","Units",,,191000000,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2000","2000","USD","US Dollar","0","Units",,,26630350,"E","Estimated value"
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2008","2008","USD","US Dollar","0","Units",,,255083822,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2009","2009","USD","US Dollar","0","Units",,,328378346,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2010","2010","USD","US Dollar","0","Units",,,332455433,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2011","2011","USD","US Dollar","0","Units",,,410558450,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2012","2012","USD","US Dollar","0","Units",,,525823327,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2013","2013","USD","US Dollar","0","Units",,,741289660,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2014","2014","USD","US Dollar","0","Units",,,870363309,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2015","2015","USD","US Dollar","0","Units",,,1106169951,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2016","2016","USD","US Dollar","0","Units",,,1325541675,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2017","2017","USD","US Dollar","0","Units",,,1440655118,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2018","2018","USD","US Dollar","0","Units",,,1292567521,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2019","2019","USD","US Dollar","0","Units",,,1500595995,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D16","Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","2020","2020","USD","US Dollar","0","Units",,,1610262261,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2007","2007","USD","US Dollar","0","Units",,,35223959,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2008","2008","USD","US Dollar","0","Units",,,42082408,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2009","2009","USD","US Dollar","0","Units",,,28001335,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2010","2010","USD","US Dollar","0","Units",,,31735543,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2011","2011","USD","US Dollar","0","Units",,,48486848,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2012","2012","USD","US Dollar","0","Units",,,47258053,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2013","2013","USD","US Dollar","0","Units",,,52161339,"E","Estimated value"
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2014","2014","USD","US Dollar","0","Units",,,47407827,"E","Estimated value"
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2015","2015","USD","US Dollar","0","Units",,,39957581,"E","Estimated value"
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2016","2016","USD","US Dollar","0","Units",,,42856903,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2017","2017","USD","US Dollar","0","Units",,,53109147,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","1999","1999","USD","US Dollar","0","Units",,,78260819,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2000","2000","USD","US Dollar","0","Units",,,81030739,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2001","2001","USD","US Dollar","0","Units",,,79562769,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2002","2002","USD","US Dollar","0","Units",,,72977625,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2003","2003","USD","US Dollar","0","Units",,,157282551,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2004","2004","USD","US Dollar","0","Units",,,129114913,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2005","2005","USD","US Dollar","0","Units",,,59675086,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2006","2006","USD","US Dollar","0","Units",,,57157049,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2007","2007","USD","US Dollar","0","Units",,,72614093,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2008","2008","USD","US Dollar","0","Units",,,74597679,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2009","2009","USD","US Dollar","0","Units",,,78904573,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2010","2010","USD","US Dollar","0","Units",,,91920868,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2011","2011","USD","US Dollar","0","Units",,,77718976,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2012","2012","USD","US Dollar","0","Units",,,73801619,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2013","2013","USD","US Dollar","0","Units",,,130229832,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2014","2014","USD","US Dollar","0","Units",,,133691112,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2015","2015","USD","US Dollar","0","Units",,,125944268,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2016","2016","USD","US Dollar","0","Units",,,135509868,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2017","2017","USD","US Dollar","0","Units",,,141114986,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2018","2018","USD","US Dollar","0","Units",,,135019808,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2019","2019","USD","US Dollar","0","Units",,,127679780,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","1999","1999","USD","US Dollar","0","Units",,,16219781,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2000","2000","USD","US Dollar","0","Units",,,18190760,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2001","2001","USD","US Dollar","0","Units",,,23057455,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2002","2002","USD","US Dollar","0","Units",,,18195314,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2003","2003","USD","US Dollar","0","Units",,,27646683,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2004","2004","USD","US Dollar","0","Units",,,27064768,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2005","2005","USD","US Dollar","0","Units",,,30272702,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2006","2006","USD","US Dollar","0","Units",,,40624735,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2007","2007","USD","US Dollar","0","Units",,,45713953,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2008","2008","USD","US Dollar","0","Units",,,47977896,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2009","2009","USD","US Dollar","0","Units",,,57693118,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2010","2010","USD","US Dollar","0","Units",,,57429003,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2011","2011","USD","US Dollar","0","Units",,,63662617,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2012","2012","USD","US Dollar","0","Units",,,56704867,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2013","2013","USD","US Dollar","0","Units",,,69442624,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2014","2014","USD","US Dollar","0","Units",,,69683560,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2015","2015","USD","US Dollar","0","Units",,,92460533,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2016","2016","USD","US Dollar","0","Units",,,94619355,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2017","2017","USD","US Dollar","0","Units",,,112314204,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2018","2018","USD","US Dollar","0","Units",,,110592977,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2019","2019","USD","US Dollar","0","Units",,,119809463,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","1999","1999","USD","US Dollar","0","Units",,,329721405,"E","Estimated value"
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2000","2000","USD","US Dollar","0","Units",,,311371164,"E","Estimated value"
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2001","2001","USD","US Dollar","0","Units",,,327592329,"E","Estimated value"
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2002","2002","USD","US Dollar","0","Units",,,346278728,"E","Estimated value"
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2003","2003","USD","US Dollar","0","Units",,,372502197,"E","Estimated value"
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2004","2004","USD","US Dollar","0","Units",,,358717106,"E","Estimated value"
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2005","2005","USD","US Dollar","0","Units",,,386393243,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2006","2006","USD","US Dollar","0","Units",,,403137477,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2007","2007","USD","US Dollar","0","Units",,,380370653,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2008","2008","USD","US Dollar","0","Units",,,374330912,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2009","2009","USD","US Dollar","0","Units",,,336524138,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2010","2010","USD","US Dollar","0","Units",,,377353550,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2011","2011","USD","US Dollar","0","Units",,,319754593,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2012","2012","USD","US Dollar","0","Units",,,240510642,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2013","2013","USD","US Dollar","0","Units",,,203281902,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2014","2014","USD","US Dollar","0","Units",,,282003053,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2015","2015","USD","US Dollar","0","Units",,,268649379,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2016","2016","USD","US Dollar","0","Units",,,278394037,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2017","2017","USD","US Dollar","0","Units",,,292106991,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2018","2018","USD","US Dollar","0","Units",,,317995714,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2019","2019","USD","US Dollar","0","Units",,,304767469,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2020","2020","USD","US Dollar","0","Units",,,413540567,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","1999","1999","USD","US Dollar","0","Units",,,14751036,"E","Estimated value"
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2000","2000","USD","US Dollar","0","Units",,,16305063,"E","Estimated value"
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2001","2001","USD","US Dollar","0","Units",,,15777484,"E","Estimated value"
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2002","2002","USD","US Dollar","0","Units",,,19094565,"E","Estimated value"
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2003","2003","USD","US Dollar","0","Units",,,23059159,"E","Estimated value"
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2004","2004","USD","US Dollar","0","Units",,,13600182,"E","Estimated value"
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2005","2005","USD","US Dollar","0","Units",,,19176846,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2006","2006","USD","US Dollar","0","Units",,,16316675,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2007","2007","USD","US Dollar","0","Units",,,18437017,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2008","2008","USD","US Dollar","0","Units",,,22611169,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2009","2009","USD","US Dollar","0","Units",,,36563541,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2010","2010","USD","US Dollar","0","Units",,,42396375,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2011","2011","USD","US Dollar","0","Units",,,55642165,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2012","2012","USD","US Dollar","0","Units",,,88150804,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2013","2013","USD","US Dollar","0","Units",,,63511886,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2014","2014","USD","US Dollar","0","Units",,,67332807,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2015","2015","USD","US Dollar","0","Units",,,73070687,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2016","2016","USD","US Dollar","0","Units",,,88394706,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2017","2017","USD","US Dollar","0","Units",,,101647355,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2018","2018","USD","US Dollar","0","Units",,,112575997,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2019","2019","USD","US Dollar","0","Units",,,109805278,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2020","2020","USD","US Dollar","0","Units",,,115156964,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2009","2009","USD","US Dollar","0","Units",,,10421455,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2010","2010","USD","US Dollar","0","Units",,,12816076,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2011","2011","USD","US Dollar","0","Units",,,12463671,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2012","2012","USD","US Dollar","0","Units",,,11365776,"E","Estimated value"
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2013","2013","USD","US Dollar","0","Units",,,15102525,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2014","2014","USD","US Dollar","0","Units",,,17610587,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2015","2015","USD","US Dollar","0","Units",,,16995137,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2016","2016","USD","US Dollar","0","Units",,,17499205,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2017","2017","USD","US Dollar","0","Units",,,26876972,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2018","2018","USD","US Dollar","0","Units",,,33880341,,
"GBR","United Kingdom","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2019","2019","USD","US Dollar","0","Units",,,44618328,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2008","2008","USD","US Dollar","0","Units",,,1167000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2009","2009","USD","US Dollar","0","Units",,,1249000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2010","2010","USD","US Dollar","0","Units",,,1274000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2011","2011","USD","US Dollar","0","Units",,,1346000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2012","2012","USD","US Dollar","0","Units",,,752000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2013","2013","USD","US Dollar","0","Units",,,920000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2014","2014","USD","US Dollar","0","Units",,,723000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2015","2015","USD","US Dollar","0","Units",,,932000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2016","2016","USD","US Dollar","0","Units",,,910000000,"E","Estimated value"
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2017","2017","USD","US Dollar","0","Units",,,1402000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2018","2018","USD","US Dollar","0","Units",,,988000000,,
"USA","United States","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2019","2019","USD","US Dollar","0","Units",,,1121000000,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2000","2000","USD","US Dollar","0","Units",,,184245292,"E","Estimated value"
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2008","2008","USD","US Dollar","0","Units",,,889573645,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2009","2009","USD","US Dollar","0","Units",,,1167855454,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2010","2010","USD","US Dollar","0","Units",,,1227369462,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2011","2011","USD","US Dollar","0","Units",,,1585706116,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2012","2012","USD","US Dollar","0","Units",,,2128775144,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2013","2013","USD","US Dollar","0","Units",,,2396293446,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2014","2014","USD","US Dollar","0","Units",,,2565270857,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2015","2015","USD","US Dollar","0","Units",,,2779990342,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2016","2016","USD","US Dollar","0","Units",,,3077525418,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2017","2017","USD","US Dollar","0","Units",,,3456067530,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2018","2018","USD","US Dollar","0","Units",,,3967219535,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2019","2019","USD","US Dollar","0","Units",,,3746560254,,
"CHN","China (People's Republic of)","MA","Main activity","USDPPP","PPP dollars - current prices","D17","Paper and paper products","2020","2020","USD","US Dollar","0","Units",,,3268507857,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2007","2007","USD","US Dollar","0","Units",,,25225574,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2008","2008","USD","US Dollar","0","Units",,,23480780,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2009","2009","USD","US Dollar","0","Units",,,32807550,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2010","2010","USD","US Dollar","0","Units",,,16875223,,
